artist,song,explicit,year,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_seconds,tempo_class,key_name,mode_name,tonality,acoustic,blues,classical,country,dance,easy listening,electronic,folk,hip hop,jazz,latin,metal,pop,r&b,rock,traditional,world
ying yang twins,wait (the whisper song),True,2005,0.64,0.95,0.485,0.361,0.586,0.001,0.002,0.103,0.596,102,179,Moderato,G,Major,G Major,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
will smith,switch,False,2020,0.382,0.879,0.895,0.8,0.284,0.011,0.0,0.643,0.47,103,197,Moderato,F,Minor,F Minor,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
bow wow,like you (feat. ciara),False,2005,0.742,0.692,0.577,0.6,0.116,0.048,0.0,0.052,0.498,82,205,Moderato,F#,Major,F# Major,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
kaiser chiefs,everyday i love you less and less,False,2005,0.652,0.427,0.954,0.788,0.032,0.005,0.0,0.265,0.576,160,217,Vivace,C#,Minor,C# Minor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kelly clarkson,behind these hazel eyes,False,2004,0.663,0.495,0.884,0.782,0.027,0.002,0.001,0.211,0.414,90,198,Moderato,A,Major,A Major,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
black eyed peas,don't lie,False,2005,0.685,0.63,0.773,0.752,0.294,0.164,0.0,0.068,0.605,90,219,Moderato,A,Major,A Major,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
westlife,you raise me up,False,2005,0.011,0.0,0.321,0.688,0.015,0.646,0.0,0.081,0.143,75,241,Lento (Adagio),A#,Major,A# Major,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ray j,one wish,False,2005,0.697,0.468,0.632,0.666,0.464,0.285,0.0,0.382,0.603,128,337,Veloce (Allegro),F,Minor,F Minor,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
papa roach,scars,False,2004,0.674,0.385,0.926,0.851,0.047,0.09,0.0,0.246,0.477,90,208,Moderato,B,Major,B Major,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
arctic monkeys,i bet you look good on the dancefloor,False,2006,0.798,0.48,0.946,0.807,0.022,0.002,0.0,0.426,0.791,103,173,Moderato,F#,Minor,F# Minor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
shayne ward,that's my goal,False,2006,0.011,0.186,0.48,0.719,0.019,0.381,0.0,0.299,0.109,69,219,Lento (Adagio),D,Major,D Major,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
bow wow,let me hold you (feat. omarion),False,2005,0.697,0.811,0.643,0.606,0.318,0.094,0.0,0.082,0.613,152,248,Veloce (Allegro),F#,Major,F# Major,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
kaiser chiefs,i predict a riot,False,2005,0.708,0.314,0.979,0.854,0.097,0.025,0.0,0.118,0.398,159,233,Vivace,G#,Major,G# Major,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
usher,caught up,False,2004,0.685,0.813,0.796,0.786,0.071,0.028,0.0,0.117,0.82,110,224,Allegretto,F#,Major,F# Major,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
kelly clarkson,because of you,False,2004,0.798,0.541,0.559,0.752,0.015,0.254,0.0,0.123,0.12,140,219,Veloce (Allegro),F,Minor,F Minor,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3 doors down,let me go,False,2012,0.584,0.412,0.856,0.771,0.028,0.018,0.0,0.108,0.484,92,243,Moderato,C#,Minor,C# Minor,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
nickelback,photograph,False,2005,0.753,0.456,0.87,0.828,0.011,0.001,0.0,0.138,0.371,146,258,Veloce (Allegro),G#,Major,G# Major,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
t-pain,i'm sprung,False,2005,0.0,0.701,0.29,0.44,0.153,0.09,0.0,0.072,0.137,100,231,Moderato,C,Minor,C Minor,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
destiny's child,cater 2 u,False,2004,0.652,0.563,0.56,0.666,0.314,0.293,0.0,0.257,0.456,126,245,Veloce (Allegro),B,Minor,B Minor,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
pussycat dolls,stickwitu,False,2005,0.753,0.495,0.529,0.697,0.064,0.29,0.0,0.059,0.368,80,207,Moderato,A,Major,A Major,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
ryan cabrera,true,False,2004,0.697,0.554,0.366,0.517,0.002,0.47,0.0,0.156,0.354,97,204,Moderato,F#,Major,F# Major,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
stereophonics,dakota,False,2005,0.775,0.446,0.927,0.841,0.08,0.132,0.007,0.086,0.286,147,297,Veloce (Allegro),E,Major,E Major,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
eminem,like toy soldiers,True,2004,0.753,0.462,0.755,0.841,0.608,0.02,0.0,0.099,0.385,79,296,Moderato,G#,Minor,G# Minor,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
nelly,over and over,True,2004,0.685,0.609,0.49,0.518,0.103,0.007,0.0,0.164,0.456,170,253,Vivace,G,Major,G Major,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
coldplay,speed of sound,False,2005,0.775,0.455,0.893,0.679,0.062,0.005,0.035,0.064,0.337,123,287,Veloce (Allegro),B,Minor,B Minor,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
kt tunstall,suddenly i see,False,2005,0.798,0.541,0.754,0.731,0.039,0.23,0.0,0.109,0.67,100,201,Moderato,C,Major,C Major,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
destiny's child,girl,False,2004,0.618,0.518,0.733,0.716,0.148,0.318,0.0,0.022,0.554,89,224,Moderato,F#,Minor,F# Minor,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
kelly clarkson,since u been gone,False,2004,0.798,0.63,0.725,0.749,0.016,0.002,0.061,0.11,0.368,131,188,Veloce (Allegro),A,Minor,A Minor,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
u2,sometimes you can't make it on your own,False,2004,0.629,0.474,0.574,0.734,0.003,0.003,0.48,0.1,0.329,96,305,Moderato,D,Major,D Major,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
all-american rejects,dirty little secret,False,2005,0.73,0.402,0.953,0.804,0.036,0.0,0.0,0.633,0.453,144,193,Veloce (Allegro),A#,Major,A# Major,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
toby keith,as good as i once was,False,2005,0.753,0.651,0.863,0.793,0.029,0.272,0.0,0.105,0.65,119,227,Allegretto,F,Major,F Major,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
gwen stefani,cool,False,2004,0.663,0.686,0.706,0.84,0.009,0.033,0.0,0.401,0.816,112,189,Allegretto,D,Major,D Major,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
foo fighters,best of you,False,2005,0.854,0.28,0.938,0.761,0.084,0.001,0.0,0.2,0.354,130,255,Veloce (Allegro),C#,Minor,C# Minor,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
shakira,hips don't lie (feat. wyclef jean),False,2005,0.921,0.767,0.815,0.722,0.086,0.291,0.0,0.461,0.77,100,218,Moderato,A#,Minor,A# Minor,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
sean paul,temperature,False,2005,0.876,0.972,0.577,0.783,0.082,0.109,0.0,0.06,0.838,125,218,Veloce (Allegro),C,Minor,C Minor,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
justin timberlake,sexyback (feat. timbaland),True,2006,0.876,0.99,0.559,0.739,0.101,0.06,0.0,0.037,0.99,117,242,Allegretto,G,Minor,G Minor,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
beyonce,irreplaceable,False,2007,0.786,0.376,0.677,0.784,0.649,0.03,0.0,0.175,0.504,176,227,Vivace,G,Minor,G Minor,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
amy winehouse,rehab,False,2006,0.798,0.329,0.533,0.341,0.058,0.055,0.0,0.383,0.79,72,214,Lento (Adagio),C,Major,C Major,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
rihanna,sos,False,2006,0.82,0.648,0.653,0.771,0.023,0.004,0.0,0.471,0.523,137,238,Veloce (Allegro),G,Major,G Major,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
gnarls barkley,crazy,False,2006,0.832,0.858,0.564,0.787,0.019,0.052,0.007,0.1,0.644,112,177,Allegretto,G#,Major,G# Major,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
busta rhymes,touch it,True,2006,0.685,0.625,0.526,0.686,0.627,0.004,0.0,0.211,0.432,138,214,Veloce (Allegro),C#,Major,C# Major,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
nelly furtado,maneater,False,2006,0.888,0.788,0.765,0.776,0.03,0.027,0.0,0.12,0.801,133,258,Veloce (Allegro),F#,Major,F# Major,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
bob sinclar,rock this party - everybody dance now,False,2006,0.775,0.903,0.814,0.83,0.179,0.073,0.0,0.035,0.924,128,245,Veloce (Allegro),F,Minor,F Minor,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
diddy,come to me (feat. nicole scherzinger),True,2006,0.618,0.816,0.456,0.695,0.095,0.018,0.0,0.766,0.372,97,276,Moderato,F#,Minor,F# Minor,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
madonna,sorry,False,2005,0.685,0.544,0.871,0.706,0.041,0.001,0.013,0.177,0.433,133,281,Veloce (Allegro),C,Minor,C Minor,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
chamillionaire,ridin',True,2005,0.798,0.778,0.788,0.782,0.138,0.194,0.0,0.335,0.852,143,303,Veloce (Allegro),G#,Minor,G# Minor,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
black eyed peas,pump it,False,2005,0.843,0.614,0.928,0.858,0.286,0.01,0.0,0.878,0.755,154,213,Veloce (Allegro),C#,Minor,C# Minor,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
nelly furtado,promiscuous,False,2006,0.921,0.803,0.969,0.712,0.05,0.058,0.0,0.159,0.888,114,242,Allegretto,A#,Minor,A# Minor,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
fedde le grand,put your hands up for detroit - radio edit,False,2015,0.438,0.81,0.92,0.79,0.372,0.016,0.156,0.078,0.513,128,150,Veloce (Allegro),G,Major,G Major,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
sean paul,(when you gonna) give it up to me (feat. keyshia cole) - radio version,False,2006,0.652,0.688,0.748,0.863,0.365,0.069,0.0,0.024,0.727,96,243,Moderato,G#,Major,G# Major,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
pussycat dolls,buttons,False,2005,0.764,0.515,0.807,0.799,0.446,0.156,0.0,0.271,0.47,211,225,Frenetico (Presto),D,Major,D Major,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
ciara,get up (feat. chamillionaire),False,2006,0.663,0.987,0.572,0.673,0.155,0.025,0.0,0.023,0.632,129,261,Veloce (Allegro),C#,Minor,C# Minor,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
eminem,shake that,True,2005,0.832,0.986,0.623,0.728,0.17,0.052,0.0,0.163,0.53,107,274,Moderato,C#,Minor,C# Minor,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
cherish,do it to it,False,2006,0.73,0.824,0.652,0.739,0.264,0.008,0.0,0.57,0.808,74,226,Lento (Adagio),D,Major,D Major,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
muse,supermassive black hole,False,2006,0.843,0.637,0.917,0.83,0.037,0.05,0.005,0.08,0.796,120,212,Allegretto,G,Major,G Major,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
chris brown,gimme that,False,2005,0.708,0.649,0.548,0.666,0.042,0.004,0.0,0.116,0.434,87,186,Moderato,B,Minor,B Minor,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
infernal,from paris to berlin,False,2004,0.64,0.723,0.862,0.691,0.106,0.098,0.0,0.022,0.857,126,209,Veloce (Allegro),A,Minor,A Minor,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
cassie,me & u,False,2006,0.82,0.797,0.423,0.776,0.011,0.361,0.0,0.053,0.75,100,192,Moderato,G#,Minor,G# Minor,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
e-40,u and dat (feat. t. pain & kandi girl),True,2006,0.708,0.862,0.454,0.646,0.459,0.025,0.0,0.122,0.311,100,202,Moderato,F#,Minor,F# Minor,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
pussycat dolls,beep,False,2005,0.64,0.956,0.72,0.698,0.036,0.01,0.0,0.094,0.548,104,229,Moderato,G,Major,G Major,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
lil jon,snap yo fingers,False,2006,0.753,0.834,0.744,0.765,0.374,0.007,0.0,0.323,0.629,82,274,Moderato,G#,Minor,G# Minor,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
armand van helden,my my my - radio edit,False,2006,0.449,0.649,0.755,0.594,0.206,0.02,0.009,0.013,0.77,128,190,Veloce (Allegro),G,Major,G Major,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
notorious b.i.g.,"nasty girl (feat. diddy, nelly, jagged edge & avery storm) - 2005 remaster",True,2005,0.764,0.832,0.607,0.666,0.213,0.097,0.0,0.313,0.649,106,286,Moderato,D,Major,D Major,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
yung joc,it's goin' down (feat. nitti),True,2006,0.742,0.897,0.553,0.633,0.069,0.101,0.0,0.132,0.611,84,241,Moderato,C#,Minor,C# Minor,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
shayne ward,no promises,False,2006,0.011,0.438,0.469,0.713,0.005,0.54,0.0,0.122,0.154,80,223,Moderato,E,Major,E Major,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
justin timberlake,my love (feat. t.i.),False,2006,0.809,0.759,0.662,0.723,0.363,0.284,0.0,0.794,0.824,120,276,Allegretto,B,Minor,B Minor,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
nickelback,savin' me,False,2005,0.73,0.369,0.805,0.812,0.008,0.001,0.0,0.472,0.518,164,219,Vivace,D#,Major,D# Major,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
nelly,grillz,False,2005,0.674,0.872,0.476,0.631,0.394,0.037,0.0,0.343,0.858,83,271,Moderato,E,Minor,E Minor,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
take that,patience,False,2006,0.719,0.213,0.771,0.808,0.031,0.146,0.0,0.116,0.357,176,202,Vivace,A#,Major,A# Major,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
fergie,london bridge,True,2006,0.64,0.756,0.587,0.722,0.604,0.221,0.0,0.174,0.636,91,241,Moderato,C#,Major,C# Major,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
cascada,everytime we touch - radio edit,False,2011,0.0,0.604,0.977,0.748,0.058,0.005,0.0,0.42,0.487,142,199,Veloce (Allegro),G#,Major,G# Major,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
d4l,laffy taffy,True,2005,0.708,0.901,0.407,0.619,0.732,0.036,0.0,0.086,0.625,77,224,Moderato,G,Minor,G Minor,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ll cool j,control myself,False,2006,0.472,0.823,0.87,0.69,0.34,0.01,0.0,0.221,0.473,120,233,Allegretto,A#,Minor,A# Minor,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
beyonce,deja vu (feat. jay-z),False,2007,0.64,0.609,0.732,0.77,0.575,0.007,0.0,0.064,0.339,105,240,Moderato,G,Major,G Major,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
p!nk,stupid girls,True,2006,0.0,0.655,0.88,0.764,0.086,0.001,0.002,0.037,0.565,100,197,Moderato,E,Minor,E Minor,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
eminem,when i'm gone,True,2005,0.764,0.578,0.732,0.743,0.595,0.057,0.0,0.302,0.762,75,281,Lento (Adagio),A#,Minor,A# Minor,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
kelis,bossy,False,2006,0.562,0.918,0.612,0.751,0.302,0.0,0.0,0.044,0.792,84,273,Moderato,E,Major,E Major,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
bob sinclar,love generation - radio edit,False,2005,0.551,0.693,0.802,0.729,0.07,0.179,0.0,0.027,0.552,128,207,Veloce (Allegro),C#,Major,C# Major,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
meck,thunder in my heart again (radio edit),False,2005,0.517,0.65,0.918,0.783,0.011,0.0,0.7,0.058,0.821,129,189,Veloce (Allegro),D,Minor,D Minor,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
mary j. blige,be without you - kendu mix,True,2005,0.775,0.706,0.683,0.723,0.139,0.073,0.0,0.289,0.679,147,246,Veloce (Allegro),D,Minor,D Minor,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
girls aloud,something kinda ooooh,False,2012,0.551,0.652,0.904,0.82,0.044,0.024,0.0,0.401,0.9,132,201,Veloce (Allegro),B,Minor,B Minor,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
rihanna,unfaithful,False,2006,0.786,0.543,0.356,0.588,0.018,0.86,0.0,0.247,0.332,144,226,Veloce (Allegro),C,Minor,C Minor,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
kanye west,touch the sky,True,2005,0.82,0.5,0.838,0.771,0.577,0.012,0.0,0.346,0.552,99,236,Moderato,A,Major,A Major,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
dem franchize boyz,"lean wit it, rock wit it",True,2006,0.674,0.895,0.599,0.724,0.513,0.084,0.0,0.094,0.601,76,229,Lento (Adagio),F,Major,F Major,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
evanescence,call me when you're sober,False,2006,0.73,0.379,0.877,0.811,0.053,0.002,0.0,0.326,0.31,93,214,Moderato,G,Major,G Major,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
chingy,pullin' me back,True,2006,0.697,0.777,0.483,0.685,0.475,0.084,0.0,0.118,0.587,80,234,Moderato,G,Major,G Major,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
nickelback,far away,False,2005,0.786,0.46,0.786,0.759,0.014,0.001,0.0,0.103,0.273,133,238,Veloce (Allegro),F#,Major,F# Major,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
fall out boy,"dance, dance",False,2005,0.832,0.583,0.96,0.856,0.237,0.005,0.0,0.077,0.44,114,180,Allegretto,B,Minor,B Minor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
leona lewis,a moment like this,False,2007,0.64,0.156,0.537,0.832,0.012,0.433,0.0,0.132,0.138,71,257,Lento (Adagio),G#,Major,G# Major,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
t.i.,what you know,True,2006,0.719,0.499,0.8,0.798,0.02,0.016,0.0,0.177,0.314,73,274,Lento (Adagio),B,Major,B Major,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ludacris,money maker,True,2006,0.697,0.499,0.575,0.678,0.446,0.154,0.0,0.334,0.614,79,230,Moderato,C#,Major,C# Major,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
nick lachey,what's left of me,False,2006,0.416,0.344,0.728,0.734,0.026,0.146,0.0,0.148,0.274,150,244,Veloce (Allegro),G,Major,G Major,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
jibbs,chain hang low,True,2006,0.629,0.784,0.566,0.674,0.432,0.026,0.0,0.111,0.791,157,207,Vivace,E,Minor,E Minor,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
arctic monkeys,when the sun goes down,True,2006,0.809,0.259,0.869,0.778,0.318,0.035,0.0,0.115,0.395,169,202,Vivace,B,Minor,B Minor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
rascal flatts,life is a highway,False,2006,0.0,0.511,0.933,0.746,0.069,0.002,0.0,0.097,0.595,103,276,Moderato,F,Major,F Major,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
beyonce,check on it (feat. slim thug),False,2006,0.506,0.675,0.881,0.822,0.352,0.082,0.0,0.426,0.904,166,211,Vivace,G,Major,G Major,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
keyshia cole,love,False,2005,0.809,0.661,0.492,0.802,0.009,0.066,0.0,0.094,0.299,117,255,Allegretto,F,Major,F Major,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
lily allen,smile,True,2006,0.764,0.595,0.619,0.72,0.005,0.001,0.0,0.24,0.743,96,196,Moderato,F,Major,F Major,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ne-yo,sexy love,False,2006,0.753,0.667,0.488,0.695,0.033,0.304,0.0,0.047,0.488,94,220,Moderato,G#,Major,G# Major,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
jojo,too little too late,False,2006,0.539,0.48,0.814,0.75,0.036,0.012,0.0,0.15,0.692,83,223,Moderato,F#,Minor,F# Minor,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
mary j. blige,one,False,2005,0.719,0.254,0.868,0.857,0.099,0.086,0.0,0.129,0.247,186,260,Frenetico (Presto),C,Major,C Major,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
bubba sparxxx,ms. new booty,True,2005,0.697,0.604,0.599,0.721,0.711,0.016,0.0,0.074,0.611,129,252,Veloce (Allegro),C#,Major,C# Major,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
amy winehouse,you know i'm no good,False,2006,0.708,0.681,0.796,0.835,0.014,0.014,0.004,0.058,0.744,103,256,Moderato,A,Major,A Major,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
rascal flatts,what hurts the most,False,2006,0.775,0.482,0.656,0.76,0.008,0.009,0.0,0.293,0.312,136,214,Veloce (Allegro),F,Minor,F Minor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
red hot chili peppers,dani california,False,2006,0.854,0.505,0.909,0.897,0.037,0.02,0.0,0.39,0.74,96,282,Moderato,C,Major,C Major,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
scissor sisters,i don't feel like dancin',False,2006,0.708,0.683,0.92,0.845,0.008,0.02,0.0,0.385,0.863,108,288,Moderato,G,Major,G Major,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
ne-yo,so sick,False,2006,0.843,0.382,0.55,0.602,0.519,0.252,0.0,0.201,0.58,93,207,Moderato,F#,Major,F# Major,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
hinder,lips of an angel,False,2019,0.393,0.408,0.73,0.748,0.02,0.021,0.0,0.226,0.214,129,261,Veloce (Allegro),D,Major,D Major,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
raconteurs,"steady, as she goes",False,2006,0.629,0.468,0.554,0.788,0.175,0.014,0.009,0.104,0.534,124,215,Veloce (Allegro),A,Major,A Major,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fratellis,chelsea dagger,False,2006,0.764,0.452,0.805,0.858,0.218,0.05,0.0,0.074,0.586,155,215,Veloce (Allegro),G,Major,G Major,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fort minor,where'd you go (feat. holly brook & jonah matranga),True,2005,0.472,0.656,0.809,0.85,0.389,0.268,0.002,0.11,0.227,180,231,Frenetico (Presto),C#,Minor,C# Minor,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
pussycat dolls,stickwitu,False,2005,0.753,0.495,0.529,0.697,0.064,0.29,0.0,0.059,0.368,80,207,Moderato,A,Major,A Major,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
panic! at the disco,i write sins not tragedies,False,2005,0.786,0.516,0.805,0.792,0.211,0.076,0.0,0.118,0.678,170,185,Vivace,A,Minor,A Minor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
james blunt,goodbye my lover,False,2005,0.753,0.358,0.218,0.392,0.051,0.976,0.004,0.083,0.251,90,258,Moderato,E,Major,E Major,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
christina aguilera,ain't no other man,False,2006,0.708,0.866,0.728,0.78,0.36,0.004,0.009,0.098,0.506,128,228,Veloce (Allegro),G,Major,G Major,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
westlife,the rose,False,2006,0.0,0.169,0.157,0.534,0.011,0.803,0.0,0.071,0.143,110,219,Allegretto,A,Major,A Major,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
keane,is it any wonder?,False,2006,0.663,0.426,0.953,0.877,0.024,0.0,0.0,0.376,0.832,129,186,Veloce (Allegro),B,Minor,B Minor,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
orson,no tomorrow,False,2006,0.517,0.623,0.603,0.785,0.083,0.007,0.0,0.308,0.745,124,167,Veloce (Allegro),D#,Minor,D# Minor,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
t-pain,i'm n luv (wit a stripper) (feat. mike jones),True,2005,0.0,0.712,0.332,0.501,0.082,0.006,0.0,0.206,0.507,145,265,Veloce (Allegro),G#,Major,G# Major,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
kt tunstall,black horse and the cherry tree,False,2005,0.719,0.732,0.774,0.629,0.074,0.336,0.0,0.383,0.94,105,172,Moderato,E,Minor,E Minor,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
natasha bedingfield,unwritten,False,2004,0.022,0.682,0.789,0.701,0.03,0.006,0.0,0.073,0.632,100,259,Moderato,F,Major,F Major,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
razorlight,america,False,2006,0.753,0.376,0.544,0.768,0.013,0.302,0.0,0.401,0.119,91,249,Moderato,D,Major,D Major,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
james morrison,you give me something,False,2006,0.719,0.508,0.671,0.693,0.164,0.221,0.0,0.077,0.578,80,213,Moderato,G,Major,G Major,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
snow patrol,you're all i have,False,2006,0.393,0.4,0.917,0.789,0.039,0.0,0.058,0.186,0.495,132,273,Veloce (Allegro),D,Major,D Major,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
fray,how to save a life,False,2005,0.888,0.604,0.729,0.812,0.027,0.276,0.0,0.096,0.345,122,262,Veloce (Allegro),A#,Major,A# Major,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
