artist,song,explicit,year,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_seconds,tempo_class,key_name,mode_name,tonality,acoustic,blues,classical,country,dance,easy listening,electronic,folk,hip hop,jazz,latin,metal,pop,r&b,rock,traditional,world
eminem,not afraid,True,2010,0.888,0.858,0.952,0.955,0.436,0.542,0.0,0.221,0.674,115,248,Allegretto,C,Minor,C Minor,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
lady gaga,alejandro,False,2009,0.753,0.584,0.782,0.686,0.042,0.0,0.002,0.425,0.344,99,274,Moderato,B,Minor,B Minor,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
rihanna,rude boy,True,2009,0.832,0.513,0.736,0.792,0.188,0.116,0.0,0.069,0.828,174,222,Vivace,B,Major,B Major,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
ne-yo,beautiful monster,False,2010,0.64,0.684,0.758,0.668,0.195,0.214,0.0,0.307,0.488,128,251,Veloce (Allegro),F,Minor,F Minor,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
3oh!3,starstrukk,False,2010,0.36,0.563,0.784,0.713,0.087,0.002,0.0,0.223,0.241,140,203,Veloce (Allegro),B,Minor,B Minor,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
black eyed peas,the time (dirty bit),False,2010,0.775,0.812,0.803,0.628,0.078,0.068,0.0,0.698,0.426,128,307,Veloce (Allegro),F#,Minor,F# Minor,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
kelly rowland,commander,False,2011,0.663,0.314,0.87,0.823,0.208,0.018,0.0,0.41,0.566,125,218,Veloce (Allegro),B,Minor,B Minor,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
swedish house mafia,one (your name) - radio edit,False,2010,0.708,0.714,0.655,0.689,0.018,0.014,0.005,0.167,0.64,125,163,Veloce (Allegro),A,Minor,A Minor,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
chris brown,deuces (feat. tyga & kevin mccall),True,2011,0.764,0.666,0.721,0.761,0.157,0.033,0.0,0.069,0.191,74,276,Lento (Adagio),C#,Major,C# Major,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
usher,dj got us fallin' in love (feat. pitbull),False,2010,0.888,0.631,0.854,0.846,0.155,0.035,0.0,0.073,0.659,120,220,Allegretto,G,Minor,G Minor,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
iyaz,replay,False,2009,0.843,0.682,0.737,0.701,0.086,0.177,0.0,0.176,0.168,91,182,Moderato,A,Major,A Major,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
flo rida,club can't handle me (feat. david guetta),False,2010,0.854,0.576,0.862,0.82,0.017,0.029,0.0,0.051,0.465,128,234,Veloce (Allegro),C,Major,C Major,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
sean kingston,eenie meenie,False,2010,0.832,0.699,0.585,0.808,0.016,0.056,0.0,0.11,0.845,121,201,Veloce (Allegro),C#,Major,C# Major,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
waka flocka flame,no hands (feat. roscoe dash & wale),True,2010,0.652,0.746,0.572,0.699,0.029,0.006,0.0,0.264,0.345,131,263,Veloce (Allegro),C#,Major,C# Major,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
tinie tempah,written in the stars (feat. eric turner),False,2010,0.64,0.623,0.928,0.807,0.136,0.063,0.0,0.238,0.53,92,207,Moderato,G,Major,G Major,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
bruno mars,talking to the moon,False,2010,0.854,0.436,0.567,0.78,0.016,0.524,0.0,0.103,0.043,146,217,Veloce (Allegro),C#,Minor,C# Minor,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
miley cyrus,can't be tamed,False,2010,0.0,0.592,0.906,0.869,0.218,0.029,0.0,0.21,0.754,117,168,Allegretto,B,Minor,B Minor,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
mike posner,cooler than me - single mix,False,2010,0.843,0.755,0.81,0.785,0.044,0.183,0.0,0.803,0.628,130,213,Veloce (Allegro),G,Minor,G Minor,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
lady gaga,telephone,False,2009,0.775,0.822,0.827,0.722,0.031,0.005,0.001,0.109,0.725,122,220,Veloce (Allegro),D#,Major,D# Major,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
yolanda be cool,we no speak americano (jt radio edit),False,2010,0.011,0.912,0.794,0.766,0.042,0.073,0.082,0.085,0.748,125,157,Veloce (Allegro),F#,Major,F# Major,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
rihanna,hard,True,2009,0.618,0.214,0.732,0.836,0.159,0.012,0.0,0.755,0.134,182,250,Frenetico (Presto),C#,Major,C# Major,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
tinie tempah,pass out,True,2010,0.596,0.667,0.886,0.852,0.494,0.029,0.0,0.146,0.528,91,268,Moderato,C#,Major,C# Major,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
adam lambert,whataya want from me,False,2009,0.64,0.365,0.654,0.781,0.036,0.006,0.0,0.044,0.448,186,227,Frenetico (Presto),B,Minor,B Minor,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
trey songz,bottoms up (feat. nicki minaj),True,2010,0.0,0.846,0.578,0.753,0.249,0.021,0.0,0.437,0.311,74,242,Lento (Adagio),C#,Major,C# Major,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
timbaland,if we ever meet again (featuring katy perry),False,2009,0.764,0.618,0.583,0.649,0.029,0.005,0.0,0.047,0.381,126,292,Veloce (Allegro),G#,Major,G# Major,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
enrique iglesias,i like it,False,2010,0.708,0.614,0.94,0.871,0.117,0.022,0.0,0.046,0.74,129,231,Veloce (Allegro),A#,Minor,A# Minor,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
tim berg,seek bromance - avicii’s vocal edit,False,2010,0.0,0.456,0.828,0.888,0.031,0.089,0.0,0.023,0.516,126,203,Veloce (Allegro),B,Major,B Major,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
usher,omg (feat. will.i.am),False,2010,0.82,0.771,0.731,0.727,0.018,0.203,0.0,0.407,0.308,130,269,Veloce (Allegro),E,Minor,E Minor,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
maroon 5,misery,False,2010,0.753,0.678,0.8,0.773,0.035,0.0,0.0,0.234,0.736,103,216,Moderato,E,Minor,E Minor,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
jay sean,down,False,2009,0.034,0.624,0.678,0.792,0.016,0.011,0.0,0.073,0.69,66,212,Lento (Adagio),D,Major,D Major,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
rihanna,man down,True,2010,0.764,0.403,0.899,0.815,0.278,0.045,0.0,0.033,0.555,156,267,Veloce (Allegro),C,Minor,C Minor,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
3oh!3,my first kiss (feat. ke$ha),False,2010,0.697,0.654,0.884,0.808,0.104,0.006,0.0,0.407,0.844,138,192,Veloce (Allegro),C,Major,C Major,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
justin bieber,baby,False,2010,0.91,0.708,0.852,0.755,0.206,0.041,0.0,0.108,0.532,65,214,Lento (Adagio),F,Minor,F Minor,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
cali swag district,teach me how to dougie,True,2011,0.742,0.848,0.406,0.768,0.213,0.205,0.0,0.087,0.507,85,237,Moderato,B,Major,B Major,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
swedish house mafia,miami 2 ibiza - swedish house mafia vs. tinie tempah,True,2010,0.607,0.718,0.926,0.723,0.08,0.002,0.0,0.458,0.663,125,206,Veloce (Allegro),G,Minor,G Minor,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
k'naan,wavin' flag,False,2009,0.64,0.586,0.682,0.697,0.09,0.133,0.0,0.26,0.726,76,220,Lento (Adagio),C,Major,C Major,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
ludacris,how low,True,2010,0.708,0.775,0.469,0.669,0.054,0.002,0.0,0.244,0.406,144,201,Veloce (Allegro),C#,Major,C# Major,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
kesha,blah blah blah (feat. 3oh!3),True,2010,0.685,0.736,0.827,0.857,0.166,0.086,0.0,0.484,0.514,120,172,Allegretto,A#,Major,A# Major,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
dj khaled,"all i do is win (feat. t-pain, ludacris, snoop dogg & rick ross)",True,2010,0.573,0.49,0.769,0.835,0.3,0.014,0.0,0.168,0.256,150,232,Veloce (Allegro),A#,Major,A# Major,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
jason derulo,in my head,False,2010,0.73,0.748,0.734,0.809,0.018,0.027,0.0,0.393,0.87,110,199,Allegretto,C,Minor,C Minor,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
aloe blacc,i need a dollar,False,2010,0.011,0.84,0.452,0.662,0.018,0.207,0.0,0.079,0.983,95,243,Moderato,F#,Minor,F# Minor,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
b.o.b,airplanes (feat. hayley williams of paramore),True,2010,0.832,0.628,0.86,0.802,0.168,0.113,0.0,0.018,0.362,93,180,Moderato,F#,Minor,F# Minor,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
ludacris,my chick bad,True,2010,0.764,0.585,0.708,0.678,0.642,0.176,0.0,0.555,0.769,85,216,Moderato,C#,Major,C# Major,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
nelly,just a dream,False,2010,0.82,0.475,0.738,0.709,0.013,0.043,0.0,0.118,0.069,90,237,Moderato,C#,Major,C# Major,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
rihanna,what's my name?,False,2010,0.742,0.666,0.774,0.867,0.083,0.236,0.0,0.07,0.583,100,263,Moderato,D,Major,D Major,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
shontelle,impossible,False,2010,0.393,0.556,0.603,0.834,0.02,0.394,0.0,0.124,0.536,90,226,Moderato,G#,Major,G# Major,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
take that,the flood,False,2010,0.64,0.455,0.821,0.713,0.038,0.039,0.0,0.121,0.107,101,289,Moderato,B,Minor,B Minor,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
trey songz,say aah (feat. fabolous),False,2009,0.607,0.703,0.863,0.835,0.162,0.005,0.0,0.976,0.826,93,207,Moderato,C#,Minor,C# Minor,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
jason derulo,whatcha say,False,2010,0.786,0.574,0.695,0.742,0.099,0.046,0.0,0.148,0.72,144,221,Veloce (Allegro),B,Major,B Major,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
drake,over,True,2010,0.64,0.232,0.84,0.736,0.463,0.011,0.0,0.123,0.422,100,233,Moderato,G,Major,G Major,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
example,kickstarts,False,2010,0.708,0.569,0.827,0.794,0.062,0.004,0.0,0.405,0.662,126,181,Veloce (Allegro),F,Major,F Major,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
plan b,she said,False,2010,0.697,0.699,0.512,0.725,0.213,0.308,0.0,0.147,0.831,147,208,Veloce (Allegro),D#,Minor,D# Minor,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
saturdays,higher,False,2010,0.685,0.603,0.855,0.851,0.02,0.05,0.0,0.292,0.597,117,207,Allegretto,A#,Major,A# Major,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
jay sean,do you remember,False,2009,0.022,0.858,0.649,0.772,0.074,0.025,0.0,0.097,0.818,126,210,Veloce (Allegro),B,Major,B Major,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
usher,hey daddy (daddy's home),False,2010,0.674,0.545,0.681,0.803,0.01,0.0,0.0,0.103,0.336,96,224,Moderato,B,Major,B Major,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
lil wayne,right above it,True,2010,0.764,0.292,0.833,0.799,0.602,0.045,0.0,0.669,0.454,76,271,Lento (Adagio),D#,Minor,D# Minor,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
wanted,all time low,False,2010,0.202,0.662,0.593,0.766,0.06,0.361,0.0,0.069,0.797,134,205,Veloce (Allegro),G#,Minor,G# Minor,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
kesha,your love is my drug,False,2010,0.775,0.824,0.59,0.821,0.136,0.007,0.0,0.081,0.768,120,187,Allegretto,C#,Major,C# Major,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
ellie goulding,starry eyed,False,2010,0.607,0.443,0.804,0.75,0.028,0.138,0.0,0.364,0.597,150,176,Veloce (Allegro),F,Minor,F Minor,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
drake,find your love,False,2010,0.629,0.586,0.591,0.717,0.271,0.021,0.0,0.008,0.749,96,208,Moderato,F#,Minor,F# Minor,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
jason derulo,ridin' solo,False,2010,0.742,0.37,0.821,0.815,0.222,0.131,0.0,0.129,0.578,89,215,Moderato,A,Major,A Major,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
two door cinema club,what you know,False,2010,0.0,0.498,0.739,0.816,0.032,0.001,0.0,0.085,0.859,139,189,Veloce (Allegro),F#,Minor,F# Minor,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
jay-z,young forever,True,2009,0.73,0.6,0.673,0.855,0.083,0.427,0.0,0.228,0.069,140,253,Veloce (Allegro),A,Minor,A Minor,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
young money,bedrock,True,2009,0.798,0.714,0.645,0.709,0.492,0.104,0.0,0.204,0.555,148,288,Veloce (Allegro),G#,Major,G# Major,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
b.o.b,nothin' on you (feat. bruno mars),False,2010,0.832,0.661,0.845,0.726,0.047,0.396,0.0,0.078,0.754,104,268,Moderato,A#,Major,A# Major,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
katy perry,teenage dream,False,2010,0.775,0.697,0.787,0.787,0.023,0.017,0.0,0.135,0.591,120,227,Allegretto,A#,Major,A# Major,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
scouting for girls,this ain't a love song,False,2017,0.584,0.389,0.9,0.808,0.04,0.0,0.0,0.429,0.551,177,210,Frenetico (Presto),C,Major,C Major,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
travie mccoy,billionaire (feat. bruno mars),True,2010,0.809,0.596,0.655,0.697,0.425,0.304,0.0,0.222,0.664,87,211,Moderato,F#,Minor,F# Minor,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
owl city,fireflies,False,2009,0.876,0.453,0.643,0.678,0.037,0.028,0.0,0.116,0.464,180,228,Frenetico (Presto),D#,Major,D# Major,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
alicia keys,empire state of mind (part ii) broken down,False,2009,0.798,0.42,0.332,0.629,0.02,0.758,0.0,0.116,0.111,93,216,Moderato,F#,Major,F# Major,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
lady a,need you now,False,2010,0.82,0.534,0.701,0.795,0.016,0.03,0.0,0.266,0.297,108,236,Moderato,E,Major,E Major,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
taylor swift,back to december,False,2010,0.73,0.473,0.652,0.783,0.013,0.12,0.0,0.376,0.265,142,293,Veloce (Allegro),D,Major,D Major,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
neon trees,animal,False,2010,0.719,0.417,0.82,0.738,0.037,0.0,0.0,0.429,0.75,148,212,Veloce (Allegro),F,Major,F Major,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
kris allen,live like we're dying,False,2009,0.573,0.544,0.888,0.868,0.03,0.028,0.0,0.387,0.965,92,212,Moderato,C,Major,C Major,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
matt cardle,when we collide,False,2011,0.517,0.371,0.665,0.741,0.02,0.02,0.0,0.351,0.437,82,226,Moderato,D,Major,D Major,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
robyn,dancing on my own,False,2010,0.0,0.66,0.858,0.783,0.021,0.076,0.228,0.09,0.238,117,288,Allegretto,F#,Major,F# Major,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
band perry,if i die young,False,2010,0.719,0.564,0.468,0.687,0.008,0.356,0.0,0.305,0.346,131,222,Veloce (Allegro),E,Major,E Major,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
b.o.b,magic (feat. rivers cuomo),False,2010,0.73,0.496,0.929,0.811,0.578,0.013,0.0,0.392,0.801,82,196,Moderato,G#,Minor,G# Minor,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
adele,rolling in the deep,True,2011,0.022,0.71,0.757,0.761,0.012,0.141,0.0,0.031,0.502,105,228,Moderato,G#,Major,G# Major,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
maroon 5,"moves like jagger - studio recording from ""the voice"" performance",False,2010,0.865,0.701,0.748,0.793,0.044,0.012,0.0,0.353,0.627,128,201,Veloce (Allegro),B,Minor,B Minor,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
lmfao,party rock anthem,False,2011,0.82,0.735,0.721,0.808,0.24,0.021,0.0,0.293,0.336,130,262,Veloce (Allegro),F,Minor,F Minor,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
katy perry,firework,False,2010,0.809,0.602,0.823,0.765,0.047,0.144,0.0,0.11,0.652,124,227,Veloce (Allegro),G#,Major,G# Major,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
bruno mars,grenade,False,2010,0.876,0.68,0.533,0.654,0.056,0.152,0.0,0.103,0.221,110,222,Allegretto,D,Minor,D Minor,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
pitbull,hey baby (drop it to the floor) (feat. t-pain),False,2011,0.798,0.551,0.908,0.844,0.118,0.044,0.0,0.286,0.774,128,234,Veloce (Allegro),A#,Minor,A# Minor,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
alexandra stan,mr. saxobeat,False,2011,0.0,0.706,0.928,0.808,0.043,0.022,0.0,0.146,0.812,127,195,Veloce (Allegro),B,Minor,B Minor,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
david guetta,who's that chick? (feat. rihanna),False,2010,0.798,0.645,0.58,0.78,0.168,0.004,0.0,0.029,0.957,128,201,Veloce (Allegro),B,Minor,B Minor,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
jennifer lopez,on the floor,False,2011,0.888,0.71,0.765,0.757,0.048,0.108,0.0,0.057,0.574,130,284,Veloce (Allegro),D#,Minor,D# Minor,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
rihanna,s&m,False,2010,0.82,0.754,0.664,0.766,0.034,0.012,0.0,0.099,0.85,128,243,Veloce (Allegro),C#,Major,C# Major,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
kesha,blow,False,2010,0.775,0.738,0.714,0.823,0.029,0.003,0.0,0.062,0.828,120,219,Allegretto,B,Minor,B Minor,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
snoop dogg,sweat - remix,False,2011,0.764,0.808,0.717,0.735,0.012,0.061,0.001,0.074,0.741,130,195,Veloce (Allegro),G,Major,G Major,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
taio cruz,higher,False,2010,0.685,0.642,0.903,0.763,0.088,0.005,0.0,0.162,0.757,128,187,Veloce (Allegro),G#,Minor,G# Minor,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
usher,more - redone jimmy joker remix,False,2010,0.753,0.499,0.888,0.884,0.056,0.002,0.0,0.393,0.808,125,219,Veloce (Allegro),G,Major,G Major,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
example,changed the way you kiss me - radio edit,False,2011,0.472,0.531,0.85,0.827,0.032,0.006,0.002,0.088,0.16,127,195,Veloce (Allegro),E,Minor,E Minor,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
black eyed peas,just can’t get enough,False,2010,0.854,0.626,0.607,0.584,0.282,0.191,0.0,0.1,0.24,94,219,Moderato,C,Minor,C Minor,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
david guetta,where them girls at (feat. nicki minaj & flo rida),True,2012,0.809,0.635,0.87,0.862,0.033,0.056,0.0,0.286,0.55,130,194,Veloce (Allegro),D#,Major,D# Major,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
lykke li,i follow rivers - the magician remix,False,2011,0.573,0.777,0.693,0.73,0.03,0.02,0.001,0.076,0.264,122,281,Veloce (Allegro),A,Minor,A Minor,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
pitbull,"give me everything (feat. ne-yo, afrojack & nayer)",False,2011,0.91,0.641,0.936,0.855,0.249,0.196,0.0,0.332,0.526,129,252,Veloce (Allegro),G#,Major,G# Major,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
selena gomez & the scene,love you like a love song,False,2011,0.888,0.862,0.66,0.822,0.043,0.078,0.0,0.063,0.945,117,188,Allegretto,C#,Minor,C# Minor,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
wiz khalifa,black and yellow,True,2011,0.843,0.656,0.825,0.79,0.08,0.066,0.0,0.3,0.535,164,217,Vivace,D,Minor,D Minor,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
katy perry,e.t.,False,2012,0.73,0.58,0.862,0.754,0.275,0.018,0.0,0.418,0.772,152,229,Veloce (Allegro),C#,Major,C# Major,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
britney spears,i wanna go,False,2011,0.742,0.67,0.52,0.69,0.033,0.004,0.0,0.373,0.801,130,210,Veloce (Allegro),F,Major,F Major,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
gym class heroes,stereo hearts (feat. adam levine),False,2011,0.91,0.611,0.784,0.851,0.135,0.033,0.0,0.295,0.811,90,210,Moderato,A,Major,A Major,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
edward maya,stereo love - radio edit,False,2010,0.742,0.792,0.771,0.821,0.016,0.035,0.019,0.065,0.586,127,184,Veloce (Allegro),C#,Minor,C# Minor,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
enrique iglesias,tonight (i'm fuckin' you),True,2010,0.708,0.614,0.884,0.817,0.053,0.03,0.0,0.114,0.303,126,232,Veloce (Allegro),C,Minor,C Minor,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
jeremih,down on me,False,2010,0.809,0.675,0.575,0.629,0.164,0.038,0.0,0.108,0.595,160,228,Vivace,D,Major,D Major,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
sak noel,loca people - radio edit,True,2011,0.551,0.942,0.798,0.858,0.066,0.001,0.003,0.036,0.709,128,215,Veloce (Allegro),B,Minor,B Minor,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
olly murs,heart skips a beat (feat. rizzle kicks),False,2011,0.685,0.844,0.875,0.818,0.063,0.143,0.0,0.066,0.896,111,202,Allegretto,A,Major,A Major,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
lmfao,sexy and i know it,False,2011,0.753,0.683,0.854,0.805,0.53,0.102,0.0,0.204,0.81,130,199,Veloce (Allegro),G,Major,G Major,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
cobra starship,you make me feel... (feat. sabi),False,2011,0.786,0.637,0.85,0.868,0.055,0.02,0.0,0.02,0.759,132,215,Veloce (Allegro),G,Minor,G Minor,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
jessie j,do it like a dude,True,2011,0.64,0.631,0.835,0.832,0.047,0.05,0.0,0.412,0.36,140,195,Veloce (Allegro),D,Major,D Major,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
dj fresh,louder (feat. sian evans) - radio edit,False,2012,0.618,0.214,0.923,0.958,0.042,0.019,0.008,0.555,0.487,140,206,Veloce (Allegro),F#,Minor,F# Minor,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
waka flocka flame,no hands (feat. roscoe dash & wale),True,2010,0.854,0.746,0.572,0.699,0.029,0.006,0.0,0.264,0.345,131,263,Veloce (Allegro),C#,Major,C# Major,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
nickelback,when we stand together,False,2011,0.73,0.375,0.895,0.839,0.046,0.0,0.0,0.023,0.9,188,190,Frenetico (Presto),A#,Minor,A# Minor,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
m83,midnight city,False,2011,0.854,0.447,0.714,0.747,0.029,0.019,0.0,0.053,0.25,105,243,Moderato,B,Minor,B Minor,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0
britney spears,till the world ends,False,2011,0.73,0.667,0.689,0.73,0.078,0.023,0.0,0.217,0.441,132,237,Veloce (Allegro),G#,Major,G# Major,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
labrinth,earthquake (feat. tinie tempah),True,2012,0.697,0.486,0.848,0.818,0.139,0.112,0.0,0.306,0.235,153,274,Veloce (Allegro),C,Minor,C Minor,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
jason derulo,don't wanna go home,False,2011,0.708,0.641,0.798,0.773,0.076,0.02,0.0,0.135,0.641,122,206,Veloce (Allegro),D,Minor,D Minor,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
coldplay,paradise,False,2011,0.921,0.378,0.562,0.68,0.006,0.052,0.0,0.074,0.186,140,278,Veloce (Allegro),F,Major,F Major,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
katy perry,last friday night (t.g.i.f.),False,2012,0.832,0.615,0.805,0.826,0.033,0.001,0.0,0.781,0.778,126,230,Veloce (Allegro),D#,Minor,D# Minor,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
adele,set fire to the rain,False,2011,0.022,0.56,0.652,0.822,0.003,0.004,0.0,0.109,0.435,108,242,Moderato,D,Minor,D Minor,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
dr. dre,i need a doctor,True,2011,0.798,0.55,0.944,0.79,0.776,0.089,0.0,0.342,0.384,156,283,Veloce (Allegro),D#,Major,D# Major,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
lil wayne,6 foot 7 foot,True,2011,0.011,0.278,0.738,0.745,0.508,0.001,0.0,0.357,0.607,79,248,Moderato,D,Major,D Major,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
dj khaled,i'm on one,True,2011,0.786,0.336,0.797,0.841,0.533,0.055,0.0,0.733,0.428,149,296,Veloce (Allegro),B,Minor,B Minor,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
